PTS,REB,AST,STL,BLK,FTM,FGM,FG3M,TOV
27,9,2,0,0,7,8,4,2
9,3,1,2,0,4,2,1,2
34,5,9,2,2,8,12,2,4
12,4,5,0,0,3,4,1,1
31,12,4,0,2,5,13,0,6
35,11,2,1,1,14,10,1,3
11,8,5,0,1,0,5,1,2
20,8,2,1,1,10,5,0,6
13,3,5,0,1,8,2,1,2
