PTS,REB,AST,STL,BLK,FTM,FGM,FG3M,TOV
24,5,4,1,0,7,7,3,4
17,3,4,0,1,3,7,0,2
27,6,5,2,1,10,7,3,4
16,3,8,1,0,2,6,2,1
3,1,5,1,1,0,1,1,4
20,0,2,1,0,5,6,3,6
23,2,4,1,1,3,8,4,3
4,4,6,0,0,0,2,0,4
18,4,2,0,0,5,6,1,0
21,4,2,1,0,5,7,2,2
17,3,5,3,0,2,7,1,3
20,4,4,0,0,3,7,3,0
16,5,8,2,0,0,6,4,1
16,3,4,3,0,4,5,2,1
18,4,2,0,0,4,5,4,4
3,3,1,2,0,1,1,0,3
21,5,3,0,0,3,8,2,1
13,5,4,0,0,6,3,1,3
11,1,2,0,0,3,4,0,2
17,5,7,0,1,1,7,2,2
